advertiser_id,advertiser_name,id,title,description,link,image_link,additional_image_link,mobile_link,virtual_model_link,aw_deep_link,aw_mobile_link,google_product_category,product_type,gtin,mpn,brand,identifier_exists,availability,availability_date,expiration_date,price,sale_price,sale_price_effective_date,unit_pricing_measure,unit_pricing_base_measure,installment,subscription_cost,loyalty_program,condition,adult,multipack,is_bundle,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency_class,age_group,color,gender,material,pattern,size,size_type,size_system,item_group_id,product_weight,product_height,product_width,product_length,product_detail,product_highlight,certification,lifestyle_image_link,shipping,shipping_weight,shipping_height,shipping_width,shipping_length,min_handling_time,max_handling_time,ships_from_country,tax
124092,"Golden Maple",42524072378592,"6pcs Sable Hair Round Point Watercolor Brushes","🎨 All-Media Versatility – One Set for Every ProjectThis set works seamlessly with acrylic, oil, watercolor, gouache, pottery, ceramic, and craft painting. Whether you're a hobbyist, student, or professional, this set is the perfect companion for every creative journey. 🖌️ Premium Sable Hair – Smooth, Controlled StrokesEach brush features high-quality sable hair that offers excellent liquid retention and consistent color flow. No shedding or fraying—just clean lines and reliable performance every time you paint. 📏 6 Essential Sizes – Ready for Every DetailIncludes brush sizes: 2, 4, 6, 8, 10, and 12, giving you full control from delicate details to broad coverage. An ideal range for layering, blending, outlining, and finishing. 🪵 Durable Handles – Built for Long-Term UseCrafted with comfort and durability in mind, the handles resist chipping and cracking, even with regular use.",https://artgoldenmaple.com/products/paint-brush-set?variant=42524072378592,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/6pcsSableHairRoundPointWatercolorBrushes_2.webp?v=1783672316,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fpaint-brush-set%3Fvariant%3D42524072378592,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,PBN-W-RW-168GM-T6-my-zuhe,artgoldenmaple,1,out_of_stock,,,"18.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",45318469255392,"Nylon Detail Paint Brush - 10pcs/set(5/0, 3/0, 2/0, 0, 1, 2, 3, 4, 6, 8) - Black","Round, Size(5/0, 3/0, 2/0, 0, 1, 2, 3, 4, 6, 8), Japanese Nylon Professional Fine Detail Mini Paint Brush Set-Unleash Your Unlimited Painting PotentialThis set of detailing brushes comes in a variety of sizes(5/0, 3/0, 2/0, 0, 1, 2, 3, 4, 6, 8), offering the perfect small paint brush for each phase of all your artistic painting projects, ensuring that you always have just the right miniature paint brush set for the job. No Shedding, No Splitting, Long LastingSecured with rust-resistant unibody aluminum crimped ferrules firmly to the handle. The brush tip is soft and flexible, sturdy enough not easy to split with pressure, trimmed and shaped neatly, no strands stick out. Ergonomic TriangularDesigned for Comfort and Precision in Long Painting Sessions. Suitable for Art students, Amateur, Artists, Beginners, kids, and black- a classic color, always fashion and don't be outdate，suitable for men and women at any stage. Don’t hesitate—give it a try!",https://artgoldenmaple.com/products/10pcs-micro-professional-small-fine-painting-brushes-for-watercolor-acrylic-face-nail-scale-craft-model-detailing?variant=45318469255392,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/2_56955622-426d-471d-8270-d75cbe402381.jpg?v=1758533491,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2F10pcs-micro-professional-small-fine-painting-brushes-for-watercolor-acrylic-face-nail-scale-craft-model-detailing%3Fvariant%3D45318469255392,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,PBN-W-BK-H58-T10-my-zuhe,artgoldenmaple,1,in_stock,,,"16.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",48581254709472,"Nylon Detail Paint Brush - 10pcs/set(5/0, 3/0, 2/0, 0, 1, 2, 3, 4, 6, 8) - Yellow","Round, Size(5/0, 3/0, 2/0, 0, 1, 2, 3, 4, 6, 8), Japanese Nylon Professional Fine Detail Mini Paint Brush Set-Unleash Your Unlimited Painting PotentialThis set of detailing brushes comes in a variety of sizes(5/0, 3/0, 2/0, 0, 1, 2, 3, 4, 6, 8), offering the perfect small paint brush for each phase of all your artistic painting projects, ensuring that you always have just the right miniature paint brush set for the job. No Shedding, No Splitting, Long LastingSecured with rust-resistant unibody aluminum crimped ferrules firmly to the handle. The brush tip is soft and flexible, sturdy enough not easy to split with pressure, trimmed and shaped neatly, no strands stick out. Ergonomic TriangularDesigned for Comfort and Precision in Long Painting Sessions. Suitable for Art students, Amateur, Artists, Beginners, kids, and black- a classic color, always fashion and don't be outdate，suitable for men and women at any stage. Don’t hesitate—give it a try!",https://artgoldenmaple.com/products/10pcs-micro-professional-small-fine-painting-brushes-for-watercolor-acrylic-face-nail-scale-craft-model-detailing?variant=48581254709472,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/1_e9ae9654-64f5-4f3f-a2e1-0ca0436dfb70.jpg?v=1769154156,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2F10pcs-micro-professional-small-fine-painting-brushes-for-watercolor-acrylic-face-nail-scale-craft-model-detailing%3Fvariant%3D48581254709472,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,PBN-W-YB-T10-lyp-zuhe,artgoldenmaple,1,in_stock,,,"16.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",43764631011552,"Master I: Kolinsky Sable Round Brushes - Master I Size 000","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=43764631011552,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D43764631011552,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-000-ws,artgoldenmaple,1,in_stock,,,"11.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",42860309446880,"Master I: Kolinsky Sable Round Brushes - Master I Size 00","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=42860309446880,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D42860309446880,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-00-ws,artgoldenmaple,1,in_stock,,,"12.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",42860309479648,"Master I: Kolinsky Sable Round Brushes - Master I Size 0","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=42860309479648,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D42860309479648,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-0,artgoldenmaple,1,in_stock,,,"13.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",42860309512416,"Master I: Kolinsky Sable Round Brushes - Master I Size 1","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=42860309512416,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D42860309512416,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-1,artgoldenmaple,1,in_stock,,,"14.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",42860309545184,"Master I: Kolinsky Sable Round Brushes - Master I Size 2","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=42860309545184,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D42860309545184,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-2,artgoldenmaple,1,in_stock,,,"15.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",42860309577952,"Master I: Kolinsky Sable Round Brushes - Master I Size 3","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=42860309577952,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D42860309577952,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-3,artgoldenmaple,1,out_of_stock,,,"20.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124092,"Golden Maple",42860309610720,"Master I: Kolinsky Sable Round Brushes - Master I Size 4","Master I Series to enhance your artistry - finely crafted for superior performance 🍁Premium Handcrafted - Made from the finest Kolinsky sable hair with rust-resistant, seamless nickel-plated ferrules and polished birch handles. 🍁Various Size Ranges - Round brushes are ideal for fine details, miniatures, models, washes and expressive brushstrokes. 🍁100% Handcrafted - Carefully crafted by skilled artisans for exceptional precision and durability. 🍁Superior Kolinsky Bristles - soft, highly absorbent, with excellent paint holding capacity for smooth, controlled brushstrokes. 🍁Long-Lasting and Easy to Maintain - Stays in shape, easy to clean, and easy to reshape.",https://artgoldenmaple.com/products/master-i-series-finest-kolinsky-sable-brushes?variant=42860309610720,https://cdn.shopify.com/s/files/1/0631/8053/8080/files/MasterIKolinskySableRoundBrushes_1.webp?v=1783751567,,,,https://www.awin1.com/cread.php?awinmid=124092&awinaffid=3002879&ued=https%3A%2F%2Fartgoldenmaple.com%2Fproducts%2Fmaster-i-series-finest-kolinsky-sable-brushes%3Fvariant%3D42860309610720,,"Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Arts & Crafts Kits > Drawing & Painting Kits",,,GM-master-4,artgoldenmaple,1,in_stock,,,"20.99 USD",,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
